Working Title,Reviewer,Domain,Area,Topic,Cognitive ability,Paper #,Experiment #,Species   (common name),Species         (latin name),Sample size,Publication Year,Peer Reviewed,Full Reference,DOI,Research Kind,Abstract,Notes,
Joint attention in nonhumans,Kirsty Graham,Social Cognition,ToM,Joint attention,Joint Attention,9,1,chimpanzee,pan troglodytes,70,2012,Yes,"Hopkins, W. D., & Taglialatela, J. P. (2013). Initiation of joint attention is associated with morphometric variation in the anterior cingulate cortex of chimpanzees (Pan troglodytes). American journal of primatology, 75(5), 441-449.",https://doi.org/10.1002/ajp.22120,experimental,"In developing human children, joint attention (JA) is an important preverbal skill fundamental to the development of language. Poor JA skills have been described as a behavioral risk factor for some neurodevelopmental disorders, such as autism spectrum disorder. It has been hypothesized that the anterior cingulate cortex (ACC) plays an important role in the development of JA in human children. Here, we tested whether the morphometry and lateralization of the ACC differed between chimpanzees that were classified as either consistently or inconsistently engaging in JA with a human experimenter. Results showed that chimpanzees that performed poorly on the JA task had larger gray matter (GM) volumes in the ACC compared to apes that performed well on the task. In addition, both population‐level asymmetries and sex differences in the volume of GM were found within the ACC. Specifically, females had relatively larger GM volumes in two of the three subregions of the ACC compared to males, and significant leftward asymmetries were found for two of the subregions whereas a rightward bias was observed in the third. Based on these findings, we suggest that the ACC plays an important role in mediating JA, not just in humans, but also chimpanzees. We further suggest that the differences found between groups may reflect inherent differences in the amount of white matter within the ACC, thereby suggesting reduced connectivity between the ACC and other cortical regions in chimpanzees with poor JA skills.","neuroscience, genetic",
Joint attention in nonhumans,Kirsty Graham,Social Cognition,ToM,Joint attention,Joint Attention,10,1,olive baboon,papio anubis,11,2017,Yes,"Lamaury, A., Cochet, H., & Bourjade, M. (2017). Acquisition of joint attention by olive baboons gesturing toward humans. Animal Cognition, 1–9. https://doi.org/10.1007/s10071-017-1111-9",doi: 10.1007/s10071-017-1111-9,experimental,"Joint attention is a core ability of human social cognition which broadly refers to the coordination of attention with both the presence and activity of social partners. In both human and non-human primates, joint attention can be assessed from behaviour; gestures and gaze alternation between the partner and a distal object are standard behavioural manifestations of joint attention. Here we examined the acquisition of joint attention in olive baboons as a function of their individual experience of a human partner's attentional states during training regimes. Eleven olive baboons (Papio anubis) were observed during their training to perform food-requesting gestures, which occurred either by (1) a human facing them (face condition), or (2) by a human positioned in profile who never turned to them (profile condition). We found neither gestures nor gaze alternation were present at the start of the training but rather developed over the training period. Only baboons in the face condition showed an increase in the number of gaze alternations, and their gaze pattern progressively shifted to a coordinated sequence in which gazes and gestures were coordinated in time. In contrast, baboons trained by a human in profile showed significantly less coordination of gazes with gestures but still learned to request food with their gestures. These results suggest that the partner's social attention plays an important role in the acquisition of visual joint attention and, to a lesser extent, in gesture learning in baboons. Interspecific interactions appear to offer rich opportunities to manipulate and thus identify the social contexts in which socio-communicative skills develop.",,
Joint attention in nonhumans,Kirsty Graham,Social Cognition,ToM,Joint attention,Joint Attention,11,1,Japanese macque,macaca fuscata,2,2008,Yes,"Kumashiro M, Yokoyama O, Ishibashi H (2008) Imitation of Body Movements Facilitated by Joint Attention through Eye Contact and Pointing in Japanese Monkey. PLoS ONE 3(11): e3704. https://doi.org/10.1371/journal.pone.0003704",https://doi.org/10.1371/journal.pone.0003704,experimental,"Eye contact and pointing are typical gestures in order to direct another individual's attention toward a target. We previously investigated on Japanese monkeys whether joint attention ability encouraged by eye contact and pointing was associated with the imitation of human's actions. The monkeys with the joint attention skills showed the imitation of human's actions. In the current study, we investigated on a monkey whether joint attention ability also facilitated the imitation of human body-movements. Results showed that the monkey being taught eye contact and pointing showed the imitation of human body-movements. These results suggest that the monkeys have basic potential for following another individual's motion, and that what imitation expresses depends on where the monkeys are paying attention. Thus, eye contact and pointing are suitable for directing the monkey's attention toward the human.",,
Inequity Aversion in non-human primates,Daniel Hanus,Social Cognition,Fairness,Inequity Aversion,Inequity Aversion,27,5,chimpanzee,pan troglydytes,12,2011,yes,"Hamann, K., Warneken, F., Greenberg, J. R., & Tomasello, M. (2011). Collaboration encourages equal sharing in children but not in chimpanzees. Nature, 476(7360), 328-331.",10.1038/nature10278,experimental,"Humans actively share resources with one another to a much greater degree than do other great apes, and much human sharing is governed by social norms of fairness and equity1,2,3. When in receipt of a windfall of resources, human children begin showing tendencies towards equitable distribution with others at five to seven years of age4,5,6,7. Arguably, however, the primordial situation for human sharing of resources is that which follows cooperative activities such as collaborative foraging, when several individuals must share the spoils of their joint efforts8,9,10. Here we show that children of around three years of age share with others much more equitably in collaborative activities than they do in either windfall or parallel-work situations. By contrast, one of humans’ two nearest primate relatives, chimpanzees (Pan troglodytes), ‘share’ (make food available to another individual) just as often whether they have collaborated with them or not. This species difference raises the possibility that humans’ tendency to distribute resources equitably may have its evolutionary roots in the sharing of spoils after collaborative efforts.",,
Inequity Aversion in non-human primates,Daniel Hanus,Social Cognition,Fairness,Inequity Aversion,Inequity Aversion,27,6,chimpanzee,pan troglydytes,12,2011,yes,"Hamann, K., Warneken, F., Greenberg, J. R., & Tomasello, M. (2011). Collaboration encourages equal sharing in children but not in chimpanzees. Nature, 476(7360), 328-331.",10.1038/nature10278,experimental,"Humans actively share resources with one another to a much greater degree than do other great apes, and much human sharing is governed by social norms of fairness and equity1,2,3. When in receipt of a windfall of resources, human children begin showing tendencies towards equitable distribution with others at five to seven years of age4,5,6,7. Arguably, however, the primordial situation for human sharing of resources is that which follows cooperative activities such as collaborative foraging, when several individuals must share the spoils of their joint efforts8,9,10. Here we show that children of around three years of age share with others much more equitably in collaborative activities than they do in either windfall or parallel-work situations. By contrast, one of humans’ two nearest primate relatives, chimpanzees (Pan troglodytes), ‘share’ (make food available to another individual) just as often whether they have collaborated with them or not. This species difference raises the possibility that humans’ tendency to distribute resources equitably may have its evolutionary roots in the sharing of spoils after collaborative efforts.",,
Inequity Aversion in non-human primates,Daniel Hanus,Social Cognition,Fairness,Inequity Aversion,Inequity Aversion,28,1,chimpanzee,pan troglydytes,19,2007,yes,"Jensen, K., Call, J., & Tomasello, M. (2007). Chimpanzees are vengeful but not spiteful. Proceedings of the National Academy of Sciences, 104(32), 13046-13050.",10.1073/pnas.0705555104,experimental,"People are willing to punish others at a personal cost, and this apparently antisocial tendency can stabilize cooperation. What motivates humans to punish noncooperators is likely a combination of aversion to both unfair outcomes and unfair intentions. Here we report a pair of studies in which captive chimpanzees (Pan troglodytes) did not inflict costs on conspecifics by knocking food away if the outcome alone was personally disadvantageous but did retaliate against conspecifics who actually stole the food from them. Like humans, chimpanzees retaliate against personally harmful actions, but unlike humans, they are indifferent to simply personally disadvantageous outcomes and are therefore not spiteful.",,
Inequity Aversion in non-human primates,Daniel Hanus,Social Cognition,Fairness,Inequity Aversion,Inequity Aversion,28,2,chimpanzee,pan troglydytes,12,2007,yes,"Jensen, K., Call, J., & Tomasello, M. (2007). Chimpanzees are vengeful but not spiteful. Proceedings of the National Academy of Sciences, 104(32), 13046-13050.",10.1073/pnas.0705555104,experimental,"People are willing to punish others at a personal cost, and this apparently antisocial tendency can stabilize cooperation. What motivates humans to punish noncooperators is likely a combination of aversion to both unfair outcomes and unfair intentions. Here we report a pair of studies in which captive chimpanzees (Pan troglodytes) did not inflict costs on conspecifics by knocking food away if the outcome alone was personally disadvantageous but did retaliate against conspecifics who actually stole the food from them. Like humans, chimpanzees retaliate against personally harmful actions, but unlike humans, they are indifferent to simply personally disadvantageous outcomes and are therefore not spiteful.",,
Inequity Aversion in non-human primates,Daniel Hanus,Social Cognition,Fairness,Inequity Aversion,Inequity Aversion,29,1,capuchin monkeys,cebus apella,8,2015,yes,"McAuliffe, K., Chang, L. W., Leimgruber, K. L., Spaulding, R., Blake, P. R., & Santos, L. R. (2015). Capuchin monkeys, Cebus apella, show no evidence for inequity aversion in a costly choice task. Animal Behaviour, 103, 65-74.",10.1016/j.anbehav.2015.02.014,experimental,"Human adults and children respond negatively to inequity, even sacrificing personal gain to avoid both disadvantageous (more for you, less for me) and advantageous (more for me, less for you) resource allocations. Recent work has argued that some nonhuman animals share this response, but findings for inequity aversion outside of humans are controversial. Unfortunately, animals' negative responses to inequity are difficult to interpret because animal inequity aversion tasks differ in critical ways from the tasks used to test human inequity aversion. Here we present evidence from a novel task testing disadvantageous and advantageous inequity aversion in capuchin monkeys, Cebus apella. Our task was designed to closely mirror inequity aversion studies of human adults and children. We found no evidence for either disadvantageous or advantageous inequity aversion. Instead, capuchins' decisions were guided solely by the food resource that they were offered. Moreover, subjects' decisions and reaction times did not vary across social and nonsocial conditions. Our findings suggest that capuchin monkeys do not exhibit a human-like response to inequity on tasks in which even young children are known to demonstrate inequity aversion. We discuss these results in the context of existing theories for the evolution of fairness.",,
Inequity Aversion in non-human primates,Daniel Hanus,Social Cognition,Fairness,Inequity Aversion,Inequity Aversion,30,1,human,homo sapiens,64,2017,yes,"Ulber, J., Hamann, K., & Tomasello, M. (2017). Young children, but not chimpanzees, are averse to disadvantageous and advantageous inequities. Journal of Experimental Child Psychology, 155, 48-66.",10.1016/j.jecp.2016.10.013,experimental,"The age at which young children show an aversion to inequitable resource distributions, especially those favoring themselves, is unclear. It is also unclear whether great apes, as humans’ nearest evolutionary relatives, have an aversion to inequitable resource distributions at all. Using a common methodology across species and child ages, the current two studies found that 3- and 4-year-old children (N = 64) not only objected when they received less than a collaborative partner but also sacrificed to equalize when they received more. They did neither of these things in a nonsocial situation, demonstrating the fundamental role of social comparison. In contrast, chimpanzees (N = 9) showed no aversion to inequitable distributions, only a concern for maximizing their own resources, with no differences between social and nonsocial conditions. These results underscore the unique importance for humans, even early in ontogeny, for treating others fairly, presumably as a way of becoming a cooperative member of one’s cultural group.",,
Inequity Aversion in non-human primates,Daniel Hanus,Social Cognition,Fairness,Inequity Aversion,Inequity Aversion,30,2,chimpanzee,pan troglydytes,9,2017,yes,"Ulber, J., Hamann, K., & Tomasello, M. (2017). Young children, but not chimpanzees, are averse to disadvantageous and advantageous inequities. Journal of Experimental Child Psychology, 155, 48-66.",10.1016/j.jecp.2016.10.013,experimental,"The age at which young children show an aversion to inequitable resource distributions, especially those favoring themselves, is unclear. It is also unclear whether great apes, as humans’ nearest evolutionary relatives, have an aversion to inequitable resource distributions at all. Using a common methodology across species and child ages, the current two studies found that 3- and 4-year-old children (N = 64) not only objected when they received less than a collaborative partner but also sacrificed to equalize when they received more. They did neither of these things in a nonsocial situation, demonstrating the fundamental role of social comparison. In contrast, chimpanzees (N = 9) showed no aversion to inequitable distributions, only a concern for maximizing their own resources, with no differences between social and nonsocial conditions. These results underscore the unique importance for humans, even early in ontogeny, for treating others fairly, presumably as a way of becoming a cooperative member of one’s cultural group.",,
Inequity Aversion in non-human primates,Daniel Hanus,Social Cognition,Fairness,Inequity Aversion,Inequity Aversion,31,1,cotton top tamarins,saguinus oedipus,12,2014,yes,"McAuliffe, K., Shelton, N., & Stone, L. (2014). Does effort influence inequity aversion in cotton-top tamarins (Saguinus oedipus)? Animal Cognition, 17(6), 1289-1301.",10.1007/s10071-014-0764-x,experimental,"The human sense of fairness entails sensitivity not just to equality, the equal division of resources, but also to merit, the relationship between an individual’s share of resources and how hard they worked for their share. Recent evidence suggests that our sensitivity to equality has deep phylogenetic roots: several nonhuman animal species show an aversion to unequal reward distributions. However, the extent to which nonhuman animals share sensitivity to merit remains poorly understood, largely because previous studies have failed to properly manipulate work effort in inequity aversion tasks. Here, we tested whether cotton-top tamarins (Saguinus oedipus) would exhibit a differential response to inequity when acquiring rewards was either (1) effortful or (2) effortless. Subjects engaged in a pulling task in which they had an opportunity to deliver a disadvantageously unequal distribution of food to themselves and a partner (one piece for self, four pieces for partner). We made delivery effortful by adding a weight to the pulling handle. Critically, effort was calibrated to each individual. Results show that individuals varied markedly in their response to effort, highlighting the importance of manipulating work effort at the individual level. Overall, subjects showed little aversion to inequity. However, subjects were slightly less likely to accept inequity when doing so was effortful, although this effect was pronounced in only one individual. Our findings suggest a new method for capturing individual variation in effort and for studying the roots of the concept of merit in nonhuman animals.",,
Inequity Aversion in non-human primates,Daniel Hanus,Social Cognition,Fairness,Inequity Aversion,Inequity Aversion,32,1,capuchin monkeys,cebus apella,6,2018,yes,"Talbot, C. F., Parrish, A. E., Watzek, J., Essler, J. L., Leverett, K. L., Paukner, A., & Brosnan, S. F. (2018). The influence of reward quality and quantity and spatial proximity on the responses to inequity and contrast in capuchin monkeys (Cebus [Sapajus] apella). Journal of Comparative Psychology, 132(1), 75-87.",10.1037/com0000088,experimental,"Recent evidence within the field of comparative psychology has demonstrated that small differences in procedure may lead to significant differences in outcome. Therefore, failing to fully explore the impact of different contexts on a behavior limits our ability to fully understand that behavior. A behavior that has exhibited substantial variation, both within and across studies, is animals’ responses to violations of their expectations, either when expectations were based on another’s outcome (inequity) or one’s previous outcome (contrast). We explored this further in capuchin monkeys, focusing on the following 2 factors that often vary in such tests but have not yet been rigorously explored: the relative values of the food rewards and the degree of separation of the subjects. Concerning the first, we examined responses to violation of expectations when the difference between what was expected (or what the partner got) and what was received differed in either quality or quantity. Concerning the second, we compared responses when the 2 individuals were separated by a clear partition (barrier condition) versus sharing the same enclosure without the partition (no-barrier condition). Our results suggest that responses to inequity are most likely to emerge when the food received is low-value food, regardless of the difference between the actual and the expected outcome. However, capuchins did not respond differently to different quantities of rewards, nor did the degree of separation between subjects significantly affect results. We consider the implications of this work for both studies of violation of expectation and other cognitive and behavioral tasks.",,
Inequity Aversion in non-human primates,Daniel Hanus,Social Cognition,Fairness,Inequity Aversion,Inequity Aversion,33,1,squirrel monkeys,Saimiri sciureus + Saimiri boliviensi,24,2011,yes,"Talbot, C. F., Freeman, H. D., Williams, L. E., & Brosnan, S. F. (2011). Squirrel monkeys' response to inequitable outcomes indicates a behavioural convergence within the primates. Biology Letters, 7(5), 680-682.",10.1098/rsbl.2011.0211,experimental,"Although several primates respond negatively to inequity, it is unknown whether this results from homology or convergent processes. Behaviours shared within a taxonomic group are often assumed to be homologous, yet this distinction is important for a better understanding of the function of the behaviour. Previous hypotheses have linked cooperation and inequity responses. Supporting this, all species in which inequity responses have been documented are cooperative. In this study, we tested this hypothesis by investigating the response to inequity in squirrel monkeys, which share a phylogenetic family with capuchin monkeys, but do not cooperate extensively. Subjects exchanged tokens to receive food rewards in conditions in which the level of effort required and reward received varied. Squirrel monkeys did not respond negatively to inequity. However, the monkeys were sensitive to the variation present in the task; male subjects showed a contrast effect and, as in previous studies, subjects were more sensitive to differences in reward in the context of a task than when rewards were given for free. Taken with other results, these results support the hypothesis that a negative response to inequity evolved convergently in primates, probably as a mechanism for evaluating outcomes relative to one's partners in cooperative species.",,
Inequity Aversion in non-human primates,Daniel Hanus,Social Cognition,Fairness,Inequity Aversion,Inequity Aversion,34,1,marmoset,Callithrix jacchus,11,2018,yes,"Yasue, M., Nakagami, A., Nakagaki, K., Ichinohe, N., & Kawai, N. (2018). Inequity aversion is observed in common marmosets but not in marmoset models of autism induced by prenatal exposure to valproic acid. Behavioural Brain Research, 343, 36-40.",10.1016/j.bbr.2018.01.013,experimental,"Humans and various nonhuman primates respond negatively to inequity not in their favor (i.e., inequity aversion), when inequity between two individuals is introduced. Common marmosets, a highly prosocial species, further discriminated between human actors who reciprocated in social exchanges, and those who did not. Conversely, marmoset models of autism, induced via prenatal exposure to valproic acid (VPA marmosets), did not discriminate. Interestingly, previous studies of inequity aversion in marmosets have produced negative results, or were limited to males. Recent studies suggest that inequity aversion is highly influenced by the tasks employed. Here we show inequity aversion in both male and female marmosets using a novel task which required a relatively long duration of response. Marmosets were required to hold a spoon for 2 s to receive a reward. Marmosets successfully performed the task when they observed an unfamiliar conspecific partner obtaining the same reward (equity test). However, when they witnessed the partner receiving a more attractive reward for equal effort (inequity test), unexposed marmosets, which were not exposed to either valproic acid or saline during the fetal period refused to respond. This inequity aversion was not observed in unexposed marmosets when the partner was absent.　In contrast, marmosets with fetal exposure to valproic acid (VPA marmosets) successfully executed the task irrespective of their partners’ reward conditions. As prenatal exposure to valproic acid is a well-known procedure to induce autism spectrum disorder (ASD)-like behaviors in rodents, we propose that VPA marmosets failed to show inequity aversion due to weak social motivation or interest towards others.",,
